"","BLOCK","PLOT","uid","BS_Suitability","WS_Suitability","RS_Suitability","ID","elevation","tri","tpi","roughness","slope","aspect","flowdir","tmin","tmean","tmax","dew","vpdmax","vpdmin","McNab","Bolstad","Profile","Planform","Winds10","Winds50","SWI","RAD","ppt","Parent","Densic","Lithic","Redox","Min_depth","WD2000","WD2020","WHC","ex.mg","ex.ca","ph","dep","ex.k","nit","SWC2","MeanWD","set"
"1","B2",1,"B21",0.00788336526602507,0.0408652275800705,0.311516851186752,1,57.4064979553223,0.65680980682373,0.127190589904785,2.09103393554688,2.19258427619934,189.224487304688,8,0.783300042152405,6.60407257080078,12.4238977432251,1.29802072048187,8.98015785217285,0.587755620479584,-0.353546142578125,0.0312320441007614,0.000226000003749505,0.000125000005937181,2.59222841262817,4.84653902053833,6.33838176727295,186.58332824707,1097.98901367188,909,NA,65.6611099243164,28.4716663360596,53.9850006103516,-162.895355224609,-188.705108642578,193.631607055664,0.188837051391602,1.94653785228729,5.97395372390747,35.741268157959,0.102019548416138,1.03998076915741,244.656326293945,-223.149124145508,"30m"
"2","B2",2,"B22",0.00866881757974625,0.0416876673698425,0.311509490013123,2,58.1139259338379,0.520624160766602,0.0625247955322266,1.53113555908203,1.80415666103363,182.301177978516,4,0.782594799995422,6.60377740859985,12.4240798950195,1.29779505729675,8.98012161254883,0.587475597858429,-0.296344757080078,0.0153525760397315,9.10000017029233e-05,3.99999998990097e-06,2.59263253211975,4.84549713134766,6.4432635307312,186.58332824707,1097.84167480469,909,NA,68.8209838867188,26.7666664123535,68.2262496948242,-162.878494262695,-188.694763183594,194.568756103516,0.24996018409729,1.94723844528198,5.80818462371826,35.7108764648438,0.102031677961349,1.05534160137177,240.178817749023,-223.141357421875,"30m"
"3","B2",3,"B23",0.01126379519701,0.0433092005550861,0.311502009630203,3,58.7342872619629,0.290429592132568,0.18296480178833,0.840988159179688,1.02662742137909,184.668899536133,4,0.781889617443085,6.60348176956177,12.4242630004883,1.29756951332092,8.98008632659912,0.587195575237274,-0.00647354125976562,0.0449270159006119,0.000434999994467944,3.79999983124435e-05,2.59301686286926,4.84444713592529,6.7345757484436,173.25,1097.69421386719,909,NA,60.6509895324707,26.6052837371826,61.2262496948242,-163.022476196289,-188.845901489258,204.497253417969,0.30752021074295,2.03417062759399,5.57445049285889,35.5319061279297,0.103097878396511,1.09964215755463,231.437866210938,-223.294036865234,"30m"
"4","B2",4,"B24",0.0627477020025253,0.0310458578169346,0.311473548412323,4,58.9514427185059,0.166621685028076,0.166264057159424,0.271633148193359,0.0375421829521656,261.723846435547,4,0.780985176563263,6.60323190689087,12.4247179031372,1.29718470573425,8.98023700714111,0.586812853813171,0.135101318359375,0.0408256947994232,0.000213000006624497,0.000241000001551583,2.59657287597656,4.84677791595459,8.69119167327881,132,1097.61730957031,909,NA,54.3554229736328,26.3777503967285,52.828498840332,-163.520751953125,-189.350921630859,210.479583740234,1.99583196640015,2.31139326095581,2.92237114906311,35.6165237426758,0.163494914770126,1.77550089359283,305.271057128906,-223.793502807617,"30m"
"5","B2",5,"B25",0.00989989656955004,0.0423063039779663,0.311465978622437,5,58.7547607421875,0.410882472991943,0.266369342803955,1.25679779052734,1.38671743869781,353.915802001953,64,0.780283033847809,6.60293769836426,12.4249029159546,1.29696297645569,8.98020172119141,0.586531758308411,0.529342651367188,0.0654073059558868,0.00064300000667572,5.60000007681083e-05,2.59489727020264,4.8448281288147,6.58911085128784,97.3333358764648,1097.47009277344,909,NA,55.6575546264648,13,52.7766494750977,-163.932754516602,-189.779037475586,217.265594482422,0.30964270234108,2.56069254875183,5.6330714225769,36.4223175048828,0.102384641766548,1.07785058021545,235.74235534668,-224.20849609375,"30m"
"6","B2",6,"B26",0.00855589564889669,0.041908223181963,0.311496257781982,6,57.4033393859863,0.517036437988281,-0.0140876770019531,1.54284286499023,1.82427501678467,183.543212890625,4,0.783091723918915,6.60411310195923,12.4241619110107,1.29784977436066,8.98034381866455,0.587656199932098,-0.355293273925781,-0.00345957209356129,-1.99999999495049e-06,1.99999999495049e-06,2.60147976875305,4.85257434844971,6.4301609992981,174.25,1098.05883789062,909,NA,63.9448890686035,24.4685497283936,30.1811256408691,-163.050704956055,-188.851135253906,193.555816650391,0.242700934410095,2.02259850502014,5.83021306991577,35.7932395935059,0.101808585226536,1.04872679710388,238.826690673828,-223.302581787109,"30m"
"7","B2",7,"B27",0.00914772413671017,0.0417782701551914,0.311488628387451,7,58.1104545593262,0.49962854385376,0.0316576957702637,1.33442687988281,1.74726176261902,179.756500244141,4,0.782389581203461,6.60381937026978,12.4243478775024,1.29762804508209,8.98030853271484,0.587375104427338,-0.311916351318359,0.00777376256883144,8.90000010258518e-05,0,2.59986400604248,4.85065078735352,6.50378561019897,174.25,1097.91162109375,909,NA,59.5430374145508,26.5769557952881,48.4979667663574,-163.03385925293,-188.840774536133,194.300079345703,0.280462235212326,2.02384686470032,5.72549390792847,35.7756118774414,0.102016478776932,1.06217980384827,239.518051147461,-223.294845581055,"30m"
"8","B2",8,"B28",0.0125583978369832,0.0427275858819485,0.311481088399887,8,58.7332725524902,0.313634395599365,0.153745174407959,0.845897674560547,1.09978652000427,180.132400512695,4,0.781687378883362,6.60352563858032,12.4245328903198,1.29740643501282,8.98027324676514,0.587093949317932,-0.100385665893555,0.0377518050372601,0.000426000013248995,0,2.59822845458984,4.84871864318848,6.85681486129761,169.58332824707,1097.76440429688,909,NA,51.3758239746094,23.2493724822998,22.2280540466309,-163.073776245117,-188.887786865234,200.445861816406,0.261934846639633,2.05565309524536,5.60822629928589,35.5629959106445,0.104065857827663,1.1216014623642,234.408172607422,-223.343505859375,"30m"
"9","B2",9,"B29",0.0627477020025253,0.0310458578169346,0.311473548412323,9,58.9514427185059,0.166621685028076,0.166264057159424,0.271633148193359,0.0375421829521656,261.723846435547,4,0.780985176563263,6.60323190689087,12.4247179031372,1.29718470573425,8.98023700714111,0.586812853813171,0.135101318359375,0.0408256947994232,0.000213000006624497,0.000241000001551583,2.59657287597656,4.84677791595459,8.69119167327881,132,1097.61730957031,909,NA,54.3554229736328,26.3777503967285,52.828498840332,-163.520751953125,-189.350921630859,210.479583740234,1.99583196640015,2.31139326095581,2.92237114906311,35.6165237426758,0.163494914770126,1.77550089359283,305.271057128906,-223.793502807617,"30m"
"10","B2",10,"B210",0.0637578144669533,0.0308490172028542,0.311452567577362,10,58.9528732299805,0.1559157371521,0.155563831329346,0.223121643066406,0.0350176207721233,186.144989013672,4,0.780785977840424,6.6032772064209,12.4249897003174,1.2970255613327,8.98042297363281,0.586710155010223,0.0990562438964844,0.038198608905077,0.000429999985499308,6.00000021222513e-06,2.59978413581848,4.85017585754395,8.71060085296631,134,1097.68774414062,909,NA,60.8403091430664,20.6069450378418,60.2677001953125,-163.504028320312,-189.324844360352,208.947296142578,1.92912411689758,2.29533982276917,2.9665515422821,35.5830421447754,0.164479702711105,1.78583574295044,306.681732177734,-223.774963378906,"30m"
"11","B2",11,"B211",0.00500322785228491,0.0383972115814686,0.311551034450531,11,57.7955436706543,0.923909187316895,0.489809989929199,2.72507858276367,2.77232766151428,227.060012817383,16,0.783005356788635,6.60369300842285,12.4235458374023,1.29812896251678,8.97974872589111,0.587676644325256,0.415557861328125,0.120272561907768,0.000559000007342547,0.00111299997661263,2.57822918891907,4.83521604537964,5.83067560195923,170.83332824707,1097.70153808594,909,NA,58.9383125305176,19.6166667938232,55.5747489929199,-163.052780151367,-188.887741088867,216.844482421875,0.0452725142240524,2.05544424057007,6.06210374832153,35.965202331543,0.107035361230373,1.02141714096069,258.468200683594,-223.319381713867,"30m"
"12","B3",1,"B31",0.00855589564889669,0.041908223181963,0.311496257781982,12,57.4033393859863,0.517036437988281,-0.0140876770019531,1.54284286499023,1.82427501678467,183.543212890625,4,0.783091723918915,6.60411310195923,12.4241619110107,1.29784977436066,8.98034381866455,0.587656199932098,-0.355293273925781,-0.00345957209356129,-1.99999999495049e-06,1.99999999495049e-06,2.60147976875305,4.85257434844971,6.4301609992981,174.25,1098.05883789062,909,NA,63.9448890686035,24.4685497283936,30.1811256408691,-163.050704956055,-188.851135253906,193.555816650391,0.242700934410095,2.02259850502014,5.83021306991577,35.7932395935059,0.101808585226536,1.04872679710388,238.826690673828,-223.302581787109,"30m"
"13","B3",2,"B32",0.00901564303785563,0.0421640984714031,0.311467885971069,13,58.1069755554199,0.449238300323486,-0.0213427543640137,1.33341217041016,1.6211599111557,184.648086547852,4,0.782184302806854,6.60386180877686,12.424614906311,1.29746115207672,8.98049449920654,0.587274551391602,-0.313148498535156,-0.00524046691134572,8.60000000102445e-05,-7.00000009601354e-06,2.60711526870728,4.85581302642822,6.48813533782959,171.41667175293,1097.98168945312,909,NA,34.0416831970215,NA,29.5163402557373,-163.075210571289,-188.872802734375,194.214889526367,0.273102849721909,2.03927421569824,5.74792957305908,35.8105850219727,0.101977191865444,1.06038284301758,237.394241333008,-223.334320068359,"30m"
"14","B3",3,"B33",0.0122236609458923,0.0427868850529194,0.311460226774216,14,58.7322158813477,0.316647529602051,0.150896072387695,0.847305297851562,1.1092985868454,179.970428466797,4,0.781485140323639,6.60356950759888,12.424801826477,1.29724335670471,8.98045921325684,0.586992383003235,-0.109613418579102,0.0370520912110806,0.000425000005634502,0,2.60345959663391,4.85299873352051,6.82715702056885,169.58332824707,1097.83471679688,909,NA,42.6953735351562,NA,46.4490013122559,-163.081069946289,-188.885696411133,200.012054443359,0.27526792883873,2.05309224128723,5.59667491912842,35.5852317810059,0.103763148188591,1.11604928970337,234.071090698242,-223.348968505859,"30m"
"15","B3",4,"B34",0.0122236609458923,0.0427868850529194,0.311460226774216,15,58.7322158813477,0.316647529602051,0.150896072387695,0.847305297851562,1.1092985868454,179.970428466797,4,0.781485140323639,6.60356950759888,12.424801826477,1.29724335670471,8.98045921325684,0.586992383003235,-0.109613418579102,0.0370520912110806,0.000425000005634502,0,2.60345959663391,4.85299873352051,6.82715702056885,169.58332824707,1097.83471679688,909,NA,42.6953735351562,NA,46.4490013122559,-163.081069946289,-188.885696411133,200.012054443359,0.27526792883873,2.05309224128723,5.59667491912842,35.5852317810059,0.103763148188591,1.11604928970337,234.071090698242,-223.348968505859,"30m"
"16","B3",5,"B35",0.0637578144669533,0.0308490172028542,0.311452567577362,16,58.9528732299805,0.1559157371521,0.155563831329346,0.223121643066406,0.0350176207721233,186.144989013672,4,0.780785977840424,6.6032772064209,12.4249897003174,1.2970255613327,8.98042297363281,0.586710155010223,0.0990562438964844,0.038198608905077,0.000429999985499308,6.00000021222513e-06,2.59978413581848,4.85017585754395,8.71060085296631,134,1097.68774414062,909,NA,60.8403091430664,20.6069450378418,60.2677001953125,-163.504028320312,-189.324844360352,208.947296142578,1.92912411689758,2.29533982276917,2.9665515422821,35.5830421447754,0.164479702711105,1.78583574295044,306.681732177734,-223.774963378906,"30m"
"17","B3",6,"B36",0.00925307534635067,0.0426729582250118,0.311475545167923,17,57.3998603820801,0.466419219970703,-0.17414379119873,1.41443252563477,1.54438734054565,199.0361328125,8,0.78288346529007,6.60415363311768,12.4244270324707,1.29767894744873,8.98053073883057,0.587556779384613,-0.355297088623047,-0.0427604392170906,-3.70000016118865e-05,-0.000647999986540526,2.61075115203857,4.85861873626709,6.51806783676147,171.41667175293,1098.12866210938,909,NA,66.3449249267578,15.6078672409058,43.4980506896973,-163.092071533203,-188.883163452148,193.484985351562,0.286717027425766,2.03748464584351,5.71075201034546,35.8409881591797,0.101800233125687,1.05863082408905,234.705017089844,-223.342056274414,"30m"
"18","B3",7,"B37",0.00925307534635067,0.0426729582250118,0.311475545167923,18,57.3998603820801,0.466419219970703,-0.17414379119873,1.41443252563477,1.54438734054565,199.0361328125,8,0.78288346529007,6.60415363311768,12.4244270324707,1.29767894744873,8.98053073883057,0.587556779384613,-0.355297088623047,-0.0427604392170906,-3.70000016118865e-05,-0.000647999986540526,2.61075115203857,4.85861873626709,6.51806783676147,171.41667175293,1098.12866210938,909,NA,66.3449249267578,15.6078672409058,43.4980506896973,-163.092071533203,-188.883163452148,193.484985351562,0.286717027425766,2.03748464584351,5.71075201034546,35.8409881591797,0.101800233125687,1.05863082408905,234.705017089844,-223.342056274414,"30m"
"19","B3",8,"B38",0.00993947591632605,0.0430860333144665,0.311447113752365,19,58.1100997924805,0.373622894287109,0.0267658233642578,1.33235549926758,1.26681888103485,173.701187133789,8,0.781979024410248,6.60390377044678,12.4248819351196,1.29729413986206,8.98068141937256,0.58717405796051,-0.311058044433594,0.00657244911417365,-0.000387999985832721,0.000138999996124767,2.61438655853271,4.86098432540894,6.59753227233887,165.33332824707,1098.05163574219,909,NA,62.0772285461426,23.9370002746582,59.0301704406738,-163.155563354492,-188.943817138672,194.172729492188,0.311327517032623,2.07616281509399,5.63136529922485,35.8400688171387,0.102160021662712,1.07428455352783,232.434997558594,-223.412811279297,"30m"
"20","B3",9,"B39",0.00964501779526472,0.0434773825109005,0.311439335346222,20,58.7311592102051,0.4157395362854,0.304266452789307,0.921695709228516,1.07051539421082,148.325073242188,4,0.781282901763916,6.60361337661743,12.4250717163086,1.29708027839661,8.98064517974854,0.586890757083893,-0.110857009887695,0.0747122168540955,0.000165000004926696,0.000753999978769571,2.6087110042572,4.85728788375854,6.56303119659424,169.58332824707,1097.90490722656,909,NA,63.0621223449707,NA,63.1908988952637,-163.088363647461,-188.883575439453,199.892852783203,0.302695363759995,2.05052781105042,5.65993070602417,35.6035308837891,0.102243691682816,1.07433462142944,230.445877075195,-223.354431152344,"30m"
"21","B3",10,"B310",0.006820950191468,0.0417119525372982,0.311418503522873,21,58.2543525695801,0.539329528808594,0.24079418182373,1.66003799438477,1.74485194683075,103.710678100586,1,0.781080663204193,6.60365724563599,12.4253406524658,1.2969172000885,8.98083114624023,0.586789190769196,-0.349964141845703,0.0591267570853233,0.00027399999089539,0.000383000005967915,2.61132597923279,4.85941743850708,6.17762851715088,159.58332824707,1097.97509765625,909,NA,67.3213043212891,NA,65.8675003051758,-163.21565246582,-189.00146484375,193.740829467773,0.104470789432526,2.11542248725891,6.20763301849365,35.8553199768066,0.102992698550224,1.03495681285858,239.616149902344,-223.479904174805,"30m"
"22","B3",11,"B311",0.0038582484703511,0.035927277058363,0.311536490917206,22,57.9725646972656,0.994748592376709,0.4739670753479,3.22221755981445,3.26892971992493,297.184539794922,32,0.78158289194107,6.60309505462646,12.4239025115967,1.2976621389389,8.97967910766602,0.587120890617371,1.22377395629883,0.116381987929344,0.00112699996680021,0.000249000004259869,2.58705759048462,4.83663511276245,5.54034996032715,88,1097.40600585938,909,NA,51.7865333557129,NA,49.3690986633301,-164.026947021484,-189.885147094727,226.02507019043,0.119116321206093,2.63499426841736,5.2521858215332,40.6128158569336,0.112733796238899,1.02870655059814,272.313446044922,-224.305099487305,"30m"
"23","B4",1,"B41",0.00413620704784989,0.0362329408526421,0.31147962808609,23,57.6960754394531,1.00308132171631,0.295228958129883,3.12034606933594,3.26401448249817,337.115692138672,32,0.779774010181427,6.60259532928467,12.4248113632202,1.29689264297485,8.97998046875,0.586355447769165,1.03083038330078,0.0724929496645927,0.000595999998040497,0.000338000012561679,2.59405040740967,4.8412446975708,5.61678123474121,61.5833320617676,1097.25207519531,909,NA,59.3012351989746,23.2083339691162,60.1187515258789,-164.350509643555,-190.222183227539,216.993621826172,0.0874683037400246,2.83221435546875,5.48655414581299,38.8455123901367,0.110934302210808,1.02401387691498,270.029205322266,-224.63102722168,"30m"
"24","B4",2,"B42",0.00330660655163229,0.0351717248558998,0.311472177505493,24,56.4144744873047,1.05709171295166,0.171255111694336,3.29419708251953,3.51267957687378,338.482849121094,64,0.779068827629089,6.60229969024658,12.424994468689,1.29666697978973,8.97994518280029,0.58607542514801,0.872837066650391,0.0420512408018112,-9.00000013643876e-05,0.00061500002630055,2.59435534477234,4.84015941619873,5.36755084991455,61.5833320617676,1097.10473632812,909,NA,54.7529640197754,NA,55.9137496948242,-164.346527099609,-190.234268188477,213.496765136719,0.212678804993629,2.83309078216553,4.80556058883667,37.4305839538574,0.116464421153069,1.02635407447815,276.649230957031,-224.630020141602,"30m"
"25","B4",3,"B43",0.00989989656955004,0.0423063039779663,0.311465978622437,25,58.7547607421875,0.410882472991943,0.266369342803955,1.25679779052734,1.38671743869781,353.915802001953,64,0.780283033847809,6.60293769836426,12.4249029159546,1.29696297645569,8.98020172119141,0.586531758308411,0.529342651367188,0.0654073059558868,0.00064300000667572,5.60000007681083e-05,2.59489727020264,4.8448281288147,6.58911085128784,97.3333358764648,1097.47009277344,909,NA,55.6575546264648,13,52.7766494750977,-163.932754516602,-189.779037475586,217.265594482422,0.30964270234108,2.56069254875183,5.6330714225769,36.4223175048828,0.102384641766548,1.07785058021545,235.74235534668,-224.20849609375,"30m"
"26","B4",4,"B44",0.00508644757792354,0.0381282344460487,0.311458468437195,26,57.9629974365234,0.828947067260742,0.250829696655273,2.34426116943359,2.77587795257568,353.718627929688,64,0.77958083152771,6.6026439666748,12.425087928772,1.29674124717712,8.98016548156738,0.586250603199005,0.774261474609375,0.0615915544331074,0.000513000006321818,0.00024600001052022,2.59320211410522,4.84286975860596,5.84692668914795,70.4166641235352,1097.32287597656,909,NA,52.5708160400391,NA,45.6016235351562,-164.251739501953,-190.114166259766,215.111938476562,0.0445262566208839,2.76339888572693,6.09747982025146,37.2573165893555,0.10676734149456,1.02280843257904,258.715606689453,-224.530487060547,"30m"
"27","B4",5,"B45",0.00963470619171858,0.0426463186740875,0.311444938182831,27,58.7587356567383,0.36970853805542,0.223143100738525,0.991283416748047,1.29192531108856,359.539825439453,64,0.780086815357208,6.60298538208008,12.4251766204834,1.29680776596069,8.98038673400879,0.586427986621857,0.397869110107422,0.0547925382852554,0.000624999986030161,0,2.59608864784241,4.84734439849854,6.55938243865967,105,1097.54077148438,909,NA,56.8958015441895,17.0143604278564,46.3517189025879,-163.848007202148,-189.684997558594,216.686798095703,0.301666676998138,2.50313258171082,5.66010427474976,35.9934158325195,0.102279752492905,1.07398581504822,234.00993347168,-224.121963500977,"30m"
"28","B4",6,"B56",0.00509695522487164,0.0384041480720043,0.3114373087883,28,57.9697227478027,0.768125534057617,0.174808502197266,2.05513763427734,2.68409061431885,359.661407470703,64,0.779387652873993,6.6026930809021,12.4253635406494,1.29658997058868,8.98035144805908,0.586145758628845,0.631126403808594,0.0429237745702267,0.00048899999819696,0,2.59237337112427,4.84450387954712,5.84979248046875,76.8333358764648,1097.39379882812,909,NA,52.9431114196777,19.9723339080811,53.6717491149902,-164.181976318359,-190.03515625,215.847732543945,0.0444142296910286,2.71363854408264,6.10181713104248,36.5436096191406,0.106697782874107,1.02292490005493,257.153625488281,-224.458953857422,"30m"
"29","B4",7,"B57",0.00681828614324331,0.0411381535232067,0.311423867940903,29,58.7626075744629,0.648303985595703,0.55281925201416,2.1357421875,1.82375347614288,37.7157402038574,128,0.779890596866608,6.60303258895874,12.4254503250122,1.29665243625641,8.98057270050049,0.586324214935303,0.396442413330078,0.135744199156761,0.000945999985560775,0.000509999983478338,2.59730005264282,4.84986925125122,6.17474174499512,105.25,1097.61145019531,909,NA,60.9957885742188,20.9576148986816,49.1584854125977,-163.852249145508,-189.679946899414,216.601989746094,0.103256292641163,2.49967741966248,6.20635223388672,35.9774284362793,0.103195235133171,1.03847968578339,242.072631835938,-224.124420166016,"30m"
"30","B4",8,"B58",0.00401355186477304,0.0367304608225822,0.311416119337082,30,57.9760551452637,0.925957679748535,0.533577919006348,2.9454231262207,3.01709055900574,25.6737957000732,128,0.779194474220276,6.6027421951294,12.4256401062012,1.29643857479095,8.98053646087646,0.58604097366333,0.630596160888672,0.131020098924637,0.000717999995686114,0.000994000001810491,2.59156465530396,4.84614658355713,5.58509969711304,77,1097.46459960938,909,NA,62.2420959472656,NA,64.9212493896484,-164.187194824219,-190.031143188477,215.782470703125,0.0993999466300011,2.71128845214844,5.38620471954346,36.5142021179199,0.111611820757389,1.02729094028473,267.091033935547,-224.462432861328,"30m"
"31","B4",9,"B59",0.00426378147676587,0.0375867262482643,0.311402797698975,31,57.9763412475586,0.832757949829102,0.317852020263672,2.82236862182617,2.80957293510437,53.865291595459,128,0.779694437980652,6.6030797958374,12.425724029541,1.29649722576141,8.98075866699219,0.586220443248749,0.000143051147460938,0.0780484974384308,0.000555999984499067,0.000487000012071803,2.59791254997253,4.85110950469971,5.65372228622437,106.083335876465,1097.68200683594,909,NA,61.3661766052246,NA,62.6120491027832,-163.849502563477,-189.667907714844,203.426544189453,0.0751733928918839,2.49286794662476,5.59804773330688,35.192569732666,0.110140301287174,1.02528381347656,262.27783203125,-224.119888305664,"30m"
"32","B4",10,"B510",0.00426378147676587,0.0375867262482643,0.311402797698975,32,57.9763412475586,0.832757949829102,0.317852020263672,2.82236862182617,2.80957293510437,53.865291595459,128,0.779694437980652,6.6030797958374,12.425724029541,1.29649722576141,8.98075866699219,0.586220443248749,0.000143051147460938,0.0780484974384308,0.000555999984499067,0.000487000012071803,2.59791254997253,4.85110950469971,5.65372228622437,106.083335876465,1097.68200683594,909,NA,61.3661766052246,NA,62.6120491027832,-163.849502563477,-189.667907714844,203.426544189453,0.0751733928918839,2.49286794662476,5.59804773330688,35.192569732666,0.110140301287174,1.02528381347656,262.27783203125,-224.119888305664,"30m"
"33","B4",11,"B511",0.00322524760849774,0.0362472124397755,0.311493486166,33,55.6344146728516,0.934333324432373,-0.132984638214111,3.2229118347168,3.20818376541138,328.066314697266,64,0.779258966445923,6.60224914550781,12.4247159957886,1.29681444168091,8.97975921630859,0.586181342601776,0.580625534057617,-0.0326546542346478,-0.000797000015154481,0.000326999987009913,2.59724354743958,4.83942461013794,5.33935642242432,77.75,1097.03356933594,909,NA,48.6923828125,NA,48.5214767456055,-164.145309448242,-190.042251586914,213.919219970703,0.228538379073143,2.71019840240479,4.75204658508301,35.8494834899902,0.117005065083504,1.02237975597382,270.148773193359,-224.430557250977,"30m"
