BLOCK,PLOT,TREE,SPP,DBH.11,DBH.23,HT.23,LLB.HT.23,STATUS.23
B2,1,100,NS,,5.4,,,1
B2,1,101,NS,,5.1,,,1
B2,1,102,NS,,4.3,,,1
B2,1,103,WS,,1.4,,,1
B2,1,104,NS,,1.9,,,1
B2,1,105,NS,,0.3,,,1
B2,1,106,NS,,4.5,,,1
B2,1,107,NS,,4.8,,,1
B2,1,108,NS,,6.4,,,1
B2,1,109,NS,,3.1,,,1
B2,1,709,NS,1.7,,,,14
B2,1,710,NS,2.4,,,,14
B2,1,711,WS,2,3.9,,,1
B2,1,712,NS,1,3,,,1
B2,1,713,NS,1.3,2.8,,,1
B2,1,714,WS,2,3.9,,,1
B2,1,715,NS,4.8,9,,,1
B2,1,716,WS,2.8,4.6,,,1
B2,1,717,WS,,4.9,,,1
B2,1,718,NS,,7.2,,,1
B2,1,719,NS,,5.5,31,4,1
B2,1,720,NS,,1.9,,,1
B2,1,721,NS,4.4,7.6,,,1
B2,1,722,NS,3,6,,,1
B2,1,723,WS,2.6,4.2,,,1
B2,1,724,NS,2.7,4.3,,,1
B2,1,725,NS,3.3,6.2,,,1
B2,1,726,WS,1.3,3.3,24,6,1
B2,1,727,NS,2.3,3.6,,,1
B2,1,728,NS,2.2,4.5,25,8.5,1
B2,1,729,WS,2,3.5,,,1
B2,1,730,NS,2.8,5.8,,,1
B2,1,731,WS,,2.4,,,1
B2,1,732,NS,3.1,5.7,28.5,11.5,1
B2,1,733,WS,2.6,5.3,,,1
B2,1,734,NS,2.8,4.7,,,1
B2,1,735,WS,,4.3,,,1
B2,1,736,NS,2.9,4.3,27,5.5,1
B2,1,737,WS,2.7,4.5,28,10,1
B2,1,738,WS,3.1,5.2,32.5,28,1
B2,1,739,WS,,5.9,,,1
B2,1,740,NS,,5.2,,,1
B2,1,741,NS,3.4,6.1,31.5,5.5,1
B2,1,742,NS,3.5,5.9,29,9.5,1
B2,1,743,NS,3.1,5.2,,,1
B2,1,744,NS,,5,,,1
B2,1,745,WS,2.3,4.6,,,1
B2,1,746,WS,3.6,5.8,,,1
B2,1,747,NS,2.6,4.5,,,1
B2,1,748,NS,2.5,4.1,,,1
B2,1,749,NS,,9.6,,,1
B2,1,750,WS,2.4,3.6,,,1
B2,1,751,NS,2.4,4.2,,,1
B2,1,752,NS,1,2.2,14,9.5,1
B2,1,753,WS,2.6,4.7,30,14,1
B2,1,754,NS,3.4,7,36.5,11.5,1
B2,1,755,WS,2.7,4.8,,,1
B2,1,756,WS,3.3,5.7,,,1
B2,1,757,WS,3.5,5.9,,,1
B2,1,758,WS,2.7,4.5,,,1
B2,1,759,NS,3.5,6.9,,,1
B2,1,760,NS,3.4,4.9,,,1
B2,1,761,WS,3.6,5.9,35.5,22,1
B2,1,762,NS,2,2.4,26.7,9,1
B2,1,763,WS,2.8,6,,,1
B2,1,764,WS,3.5,6.3,,,1
B2,1,765,NS,2.5,2,,,1
B2,1,766,WS,3.4,6.1,36,14,1
B2,1,767,NS,3.3,4.7,29.5,5,1
B2,1,768,NS,3.7,6.6,,,1
B2,1,769,WS,2.9,5.7,38,15,1
B2,1,770,NS,2.7,4.4,,,1
B2,1,771,NS,3.3,5.3,,,1
B2,1,772,WS,4.1,7,,,1
B2,1,773,WS,2.5,3.7,,,1
B2,1,774,WS,3.1,4.5,,,1
B2,1,775,WS,2.4,4.2,31,16.5,1
B2,1,776,NS,3.3,5.4,,,1
B2,1,777,NS,2.9,4.4,,,1
B2,1,778,NS,4,6.4,,,1
B2,1,779,WS,3.5,5.4,,,1
B2,1,780,NS,3,4.1,,,1
B2,1,781,WS,4.4,6.6,,,1
B2,1,782,NS,4.3,6.3,,,1
B2,1,783,WS,2.5,4.6,30,8.5,1
B2,1,784,NS,1.6,2.7,,,1
B2,1,785,NS,4,7.3,,,1
B2,1,786,WS,3.8,5.6,33.5,12,1
B2,1,787,WS,3.1,4.4,,,1
B2,1,788,NS,4.7,7.9,,,1
B2,1,789,WS,3.7,5.2,,,1
B2,1,790,WS,3.8,6.1,,,1
B2,1,791,WS,3.1,4.5,,,1
B2,1,7132,NS,1.9,,,,
B2,1,7342,NS,2.9,,,,
B2,1,7472,NS,2,,,,
B2,1,7522,NS,0.9,,,,
B2,1,7702,NS,2.7,,,,
B2,1,7772,NS,2.2,,,,
B2,2,200,NS,3.7,5.7,,,1
B2,2,201,NS,2.3,3.3,,,1
B2,2,202,NS,2.1,2.9,,,1
B2,2,203,NS,2.7,5.4,,,1
B2,2,204,NS,2.5,4.1,,,1
B2,2,205,NS,2.1,3.1,,,1
B2,2,206,NS,1.8,2.8,,,1
B2,2,207,NS,2.3,3.7,,,1
B2,2,208,NS,2.4,3.9,,,1
B2,2,209,NS,,0.5,,,1
B2,2,210,NS,1.4,2.7,,,1
B2,2,211,NS,2.3,3.5,,,1
B2,2,793,NS,3.7,5.6,,,1
B2,2,794,NS,2.6,4.8,,,1
B2,2,795,NS,2.1,4.6,24.5,7.5,1
B2,2,796,NS,3.5,6,,,1
B2,2,797,NS,2.2,,,,6
B2,2,798,NS,2.2,4.7,25,5.5,1
B2,2,799,NS,,6.8,,,1
B2,2,800,NS,,5.6,,,1
B2,2,801,NS,3.7,6.7,,,1
B2,2,802,NS,3,4.5,,,1
B2,2,803,NS,2.8,4.8,25.5,6,1
B2,2,804,NS,1.9,,,,6
B2,2,805,NS,2.9,5.4,,,1
B2,2,806,NS,2.1,4.6,35,10.5,1
B2,2,807,NS,4.2,7.2,,,1
B2,2,808,NS,2.8,4.5,,,1
B2,2,809,NS,2.6,5.2,,,1
B2,2,810,NS,3.3,5.5,,,1
B2,2,811,NS,3.4,5.4,,,1
B2,2,812,NS,4.6,6.5,,,1
B2,2,813,NS,2.8,5.5,,,1
B2,2,814,NS,3.5,5.5,,,1
B2,2,815,NS,1.5,7.7,,,1
B2,2,816,NS,3.7,6.3,,,1
B2,2,817,NS,1.9,2.8,,,1
B2,2,818,NS,4.5,8,,,1
B2,2,819,NS,3.1,4.3,22.5,4,1
B2,2,820,NS,3.3,5.1,29,12.5,1
B2,2,821,NS,3.2,5.6,,,1
B2,2,822,NS,3.4,6.1,,,1
B2,2,823,NS,2.7,4.5,,,1
B2,2,824,NS,2.4,,,,6
B2,2,825,NS,2,3.9,,,1
B2,2,826,NS,2.9,4.6,,,1
B2,2,827,NS,2.6,4.2,,,1
B2,2,828,NS,3.5,5.6,,,1
B2,2,829,NS,2.6,4.2,,,1
B2,2,830,NS,2.9,5.1,,,1
B2,2,831,NS,3.4,4.9,,,1
B2,2,832,NS,2.3,4.1,26,14.5,1
B2,2,833,NS,4.1,8.2,,,1
B2,2,834,NS,,,,,14
B2,2,835,NS,3.2,6.5,,,1
B2,2,836,NS,2.8,5.1,30,10,1
B2,2,837,NS,3.5,6.6,,,1
B2,2,838,NS,2.9,5.4,,,1
B2,2,839,NS,2.8,5,,,1
B2,2,840,NS,2.3,4,,,1
B2,2,841,NS,4.9,8.2,,,1
B2,2,842,NS,4.1,6.4,,,1
B2,2,843,NS,3.4,4.9,,,1
B2,2,844,NS,2.3,6.1,,,1
B2,2,845,NS,3.1,5.3,,,1
B2,2,846,BF,1.5,2.8,,,1
B2,2,847,NS,0.7,1.7,,,1
B2,2,848,NS,4.6,6.5,,,1
B2,2,849,NS,2.9,5.7,,,1
B2,2,850,NS,2.4,3.3,,,1
B2,2,851,NS,3.4,6.6,,,1
B2,2,852,NS,2.6,4.8,,,1
B2,2,853,NS,2.6,3.8,,,1
B2,2,854,NS,3.5,5.7,,,1
B2,2,855,NS,1.3,3.8,,,1
B2,2,856,NS,1.8,2,,,1
B2,2,860,NS,1.4,3.5,,,1
B2,2,861,NS,1.9,4.1,24,7.5,1
B2,2,862,NS,,,,,14
B2,2,863,NS,,,,,14
B2,2,864,NS,3.2,5.6,,,1
B2,2,865,NS,3.2,5.3,25.5,6,1
B2,2,866,NS,3.1,5.2,,,1
B2,2,867,NS,2.6,5.5,,,1
B2,2,868,NS,2.2,5.1,,,1
B2,2,869,NS,2.1,4.4,,,1
B2,2,8472,NS,1.1,,,,
B2,3,857,WS,3.1,5.1,,,1
B2,3,858,WS,1.9,4,,,1
B2,3,859,WS,2.2,4.1,,,1
B2,3,870,BS,3,4.9,,,1
B2,3,871,BS,2.8,4.5,,,1
B2,3,872,BS,3.2,4.9,,,1
B2,3,873,BS,4.5,5.9,,,1
B2,3,874,WS,2.4,4.5,,,1
B2,3,875,BS,4.1,6.5,,,1
B2,3,876,BS,3.7,5.9,,,1
B2,3,877,BS,2.3,3.8,,,1
B2,3,878,BS,2.6,4.2,,,1
B2,3,879,BS,2.6,4.4,,,1
B2,3,880,BS,3.5,5.3,,,1
B2,3,881,BF,1.9,4.1,,,1
B2,3,882,WS,2.7,4.8,,,1
B2,3,883,BF,0.6,2.3,,,1
B2,3,884,WS,1,1.8,,,1
B2,3,885,BS,4.1,6.4,,,1
B2,3,886,BS,3.5,5.3,,,1
B2,3,887,BS,3.5,5.7,,,1
B2,3,888,WS,1.7,5.1,,,1
B2,3,889,WS,1.6,2.4,,,1
B2,3,890,BF,0.6,3.3,,,1
B2,3,891,WS,2,2.4,,,1
B2,3,893,WS,1.2,1.7,,,1
B2,3,894,WS,2.2,3.7,,,1
B2,3,895,WS,4.3,6.4,,,1
B2,3,896,WS,1.6,2.5,,,1
B2,3,897,BS,2.7,4.7,,,1
B2,3,898,WS,3.7,6.4,,,1
B2,3,899,BF,1.7,4.5,,,1
B2,3,900,BS,3.5,6.3,,,1
B2,3,901,BS,3.3,5.2,,,1
B2,3,902,BS,3,4.9,,,1
B2,3,903,WS,2.2,3.4,,,1
B2,3,904,WS,2.9,4.6,,,1
B2,3,905,BS,3.1,5,,,1
B2,3,906,WS,2.4,4.5,,,1
B2,3,907,BS,2.6,4.8,,,1
B2,3,908,WS,,,,,14
B2,3,909,BS,2.9,4.5,,,1
B2,3,910,WS,3.1,5.8,,,1
B2,3,911,WS,2.3,4,,,1
B2,3,912,BS,,5.2,,,1
B2,3,913,BS,3.2,5.4,,,1
B2,3,914,WS,1.7,2.5,,,1
B2,3,915,WS,,2.8,,,1
B2,3,916,BS,2.4,3.7,,,1
B2,3,917,WS,3.7,6,,,1
B2,3,918,WS,2.4,4.3,,,1
B2,3,919,WS,2.7,5,,,1
B2,3,920,BS,3.1,6.1,,,1
B2,3,921,WS,2.5,5,,,1
B2,3,922,WS,2.8,5.5,,,1
B2,3,923,WS,2.3,4.1,,,1
B2,3,924,BS,2.2,4,,,1
B2,3,925,WS,1.7,3.9,,,1
B2,3,926,WS,0.3,1,,,1
B2,3,927,BS,2.4,4.8,,,1
B2,3,928,WS,2.8,6.4,,,1
B2,3,929,BS,0,5,,,1
B2,3,930,BS,3.3,5.9,,,1
B2,3,931,WS,1.6,3.4,,,1
B2,3,932,WS,2.6,5.4,,,1
B2,3,933,BS,2.6,3,,,1
B2,3,934,BS,3.7,6.2,,,1
B2,3,936,WS,2.6,4.9,,,1
B2,3,937,WS,3.1,7,,,1
B2,3,200,RS,0,2.9,,,1
B2,3,201,WS,0,6.1,,,1
B2,3,202,RS,0,2.7,,,1
B2,4,938,WS,4,7.1,,,1
B2,4,939,WS,2.3,4.9,,,1
B2,4,940,WS,2.6,5.3,,,1
B2,4,941,RS,0.6,2.2,,,1
B2,4,942,WS,1.7,3.8,,,1
B2,4,944,WS,3.3,,,,14
B2,4,945,WS,4.6,7.8,,,1
B2,4,946,WS,4.4,7.7,,,1
B2,4,947,RS,2.2,5.2,,,1
B2,4,948,WS,3.7,6,,,1
B2,4,949,RS,2.5,4.6,,,1
B2,4,950,RS,2,,,,6
B2,4,951,RS,1.4,3.9,,,1
B2,4,952,WS,3.5,6.1,,,1
B2,4,953,WS,3.8,2.8,,,1
B2,4,954,WS,3.3,6.5,,,1
B2,4,955,RS,1.1,3,,,1
B2,4,956,WS,3.7,7.5,,,1
B2,4,957,RS,1.2,2.9,,,1
B2,4,958,RS,3,5.5,,,1
B2,4,959,WS,3.4,4.5,,,1
B2,4,960,RS,,1,,,1
B2,4,961,WS,3.8,6.4,,,1
B2,4,962,RS,2.6,5.9,,,1
B2,4,963,WS,3.5,6,,,1
B2,4,964,WS,1.3,3.4,,,1
B2,4,965,WS,2.9,6,,,1
B2,4,966,RS,1.2,3.5,,,1
B2,4,967,WS,2.2,4.4,,,1
B2,4,968,WS,0.7,2.3,,,1
B2,4,969,RS,1.7,5.8,,,1
B2,4,970,WS,3.5,4.2,,,1
B2,4,971,WS,3.2,6.5,,,1
B2,4,972,RS,1.2,,,,14
B2,4,973,WS,3.8,6.6,,,1
B2,4,974,RS,2,4.9,,,1
B2,4,975,WS,2.5,5,,,1
B2,4,976,RS,1.3,4.9,,,1
B2,4,977,RS,2.2,3.3,,,1
B2,4,978,WS,2.9,4.8,,,1
B2,4,979,RS,2.1,5.1,,,1
B2,4,980,WS,2.3,4,,,1
B2,4,981,RS,1.8,4.3,,,1
B2,4,982,WS,3.3,6.9,,,1
B2,4,983,RS,2.3,5.5,,,1
B2,4,984,RS,1.2,3.3,,,1
B2,4,985,WS,3.6,6,,,1
B2,4,986,RS,2.4,5.8,,,1
B2,4,987,WS,2.6,5.3,,,1
B2,4,988,RS,2.7,5.2,,,1
B2,4,989,WS,2.8,6.4,,,1
B2,4,990,WS,1.5,5.9,,,1
B2,4,1010,WS,2.3,5,,,1
B2,4,1011,WS,3.1,6.5,,,1
B2,4,1034,RS,1.6,3.8,,,1
B2,4,1035,WS,2.9,5.8,,,1
B2,4,1051,RS,0.4,1.2,,,1
B2,4,824-1,RS,1.2,,,,14
B2,5,100,WS,0.5,1,,,1
B2,5,101,WS,0.4,0.7,,,1
B2,5,102,WS,,0.5,,,1
B2,5,954,WS,3.5,,,,14
B2,5,967,WS,2.2,,,,14
B2,5,968,WS,0.8,,,,14
B2,5,981,WS,1.5,,,,14
B2,5,992,WS,1.7,3.7,,,1
B2,5,993,WS,1.6,3.7,,,1
B2,5,994,WS,2.7,5.4,,,1
B2,5,995,WS,0,6.3,,,1
B2,5,996,WS,2.2,3.8,,,1
B2,5,997,WS,2.1,3.9,,,1
B2,5,998,WS,3.3,5.8,,,1
B2,5,999,WS,4.1,7.1,,,1
B2,5,1000,WS,2.3,3,,,1
B2,5,1001,WS,2.7,5.1,,,1
B2,5,1002,WS,1.7,2.9,,,1
B2,5,1003,WS,2.3,4.6,,,1
B2,5,1004,WS,3.1,5.2,,,1
B2,5,1005,WS,1.9,3.1,,,1
B2,5,1006,WS,3,4.7,,,1
B2,5,1007,WS,2.4,4.6,,,1
B2,5,1008,WS,2.8,5.6,,,1
B2,5,1009,WS,2.9,5.6,,,1
B2,5,1010,WS,2.4,4.9,,,1
B2,5,1011,WS,3.3,6.5,,,1
B2,5,1012,WS,1.6,3.2,,,1
B2,5,1013,WS,2.4,4.7,,,1
B2,5,1014,WS,2.3,3.7,,,1
B2,5,1015,WS,3.5,6.3,,,1
B2,5,1016,WS,0.8,1.1,,,1
B2,5,1017,WS,3.1,4.5,,,1
B2,5,1018,WS,2.5,4.6,,,1
B2,5,1019,WS,1.9,4.4,,,1
B2,5,1020,WS,2.8,4.5,,,1
B2,5,1021,WS,3.5,6.3,,,1
B2,5,1022,WS,2.6,4.7,,,1
B2,5,1023,WS,0.8,2.2,,,1
B2,5,1024,WS,3.6,1.4,,,1
B2,5,1025,WS,3.6,6.4,,,1
B2,5,1026,WS,1.6,,,,6
B2,5,1027,WS,1.7,2.6,,,1
B2,5,1028,WS,0.8,1.1,,,1
B2,5,1029,WS,0,0.5,,,1
B2,5,1030,WS,2.3,4.3,,,1
B2,5,1032,WS,1.8,2.8,,,1
B2,5,1033,WS,1.3,2.3,,,1
B2,5,1034,WS,1.7,,,,14
B2,5,1035,WS,3,,,,14
B2,5,1036,WS,0.3,1.1,,,1
B2,5,1037,WS,2.8,5.3,,,1
B2,5,1038,WS,2.6,4.2,,,1
B2,5,1039,WS,2.3,4.7,,,1
B2,5,1040,WS,3.8,7.3,,,1
B2,5,1041,WS,3.9,7.4,,,1
B2,5,1042,WS,2.6,4.8,,,1
B2,5,1043,WS,2,4.4,,,1
B2,5,1044,WS,3.8,7.5,,,1
B2,5,1045,WS,2.4,4.1,,,1
B2,5,1046,WS,1.8,3.9,,,1
B2,5,1047,WS,1.8,4.4,,,1
B2,5,1048,WS,2.7,5.1,,,1
B2,5,1049,WS,0,4.1,,,1
B2,5,1050,WS,1.9,4.4,,,1
B2,5,1051,WS,0.4,1.1,,,1
B2,5,1052,WS,1.5,3.7,,,1
B2,5,1053,WS,2.4,5,,,1
B2,5,1054,WS,0.9,,,,6
B2,5,1055,WS,3.1,6.2,,,1
B2,5,1056,WS,0.6,1.1,,,1
B2,5,1057,WS,3,5.4,,,1
B2,5,1058,WS,1.9,4.7,,,1
B2,5,1059,WS,2,5,,,1
B2,5,1060,WS,2.5,5.8,,,1
B2,5,1061,WS,1.3,3.2,,,1
B2,5,1062,WS,1.3,2.8,,,1
B2,5,1063,WS,2.5,5.7,,,1
B2,5,1064,WS,1.3,3.1,,,1
B2,5,1065,WS,0,2.4,,,1
B2,5,1066,WS,2.1,4.5,,,1
B2,5,1067,WS,3.2,5.8,,,1
B2,5,1068,WS,2.5,5.8,,,1
B2,5,1069,WS,3,6.1,,,1
B2,5,1070,WS,4.4,7.7,,,1
B2,5,1071,WS,2.4,3.9,,,1
B2,5,1072,WS,0.3,0.9,,,1
B2,5,1073,WS,4.2,7.1,,,1
B2,5,1074,WS,2.9,5.5,,,1
B2,5,1075,WS,2.4,4.4,,,1
B2,5,1076,WS,0.7,2.4,,,1
B2,5,WS5,WS,2.1,,,,
B2,6,1077,RS,2.3,3.9,22,13,1
B2,6,1078,NS,3.3,5.5,,,1
B2,6,1079,NS,2.7,5.2,,,1
B2,6,1080,RS,2,4,27,11.5,1
B2,6,1081,NS,2.7,5.9,,,1
B2,6,1083,NS,3,4.6,,,1
B2,6,1084,NS,1.6,3.8,,,1
B2,6,1085,NS,1.2,1.3,,,1
B2,6,1086,NS,1.3,2.8,,,1
B2,6,1087,NS,3.4,6.4,,,1
B2,6,1088,RS,1.8,3.9,21,9.5,1
B2,6,1089,NS,2.3,5.6,,,1
B2,6,1090,RS,1.2,2.8,22,10,1
B2,6,1091,RS,2,4.2,,,1
B2,6,1093,NS,3.1,6.9,35,6,1
B2,6,1094,NS,2.1,4.3,34,11,1
B2,6,1095,NS,2.9,5.5,,,1
B2,6,1096,NS,3.1,5.3,,,1
B2,6,1097,NS,0,3.6,,,1
B2,6,1098,NS,4.7,7.7,32.5,10,1
B2,6,1099,NS,3,5.5,,,1
B2,6,1100,NS,2.5,4,,,1
B2,6,1101,BS,0.7,2.1,,,1
B2,6,1102,BS,0.2,,,,6
B2,6,1103,BS,3.3,5.3,,,1
B2,6,1104,NS,3,6.5,,,1
B2,6,1105,RS,2.4,5.7,,,1
B2,6,1106,NS,3.7,7.9,,,1
B2,6,1107,RS,1.1,2.8,,,1
B2,6,1108,RS,2.4,5.2,,,1
B2,6,1109,NS,3.3,7,,,1
B2,6,1110,RS,3.2,6,,,1
B2,6,1111,NS,2.8,5.6,,,1
B2,6,1112,NS,4.1,7.2,,,1
B2,6,1113,BS,4.4,6.5,,,1
B2,6,1114,NS,2.4,4.2,,,1
B2,6,1115,NS,2,3.3,33,8,1
B2,6,1116,NS,3.7,6.8,31.5,4.5,1
B2,6,1117,NS,2.6,4.8,,,1
B2,6,1118,NS,2.2,4.4,,,1
B2,6,1119,RS,3.3,6,,,1
B2,6,1120,RS,2.5,5.3,,,1
B2,6,1121,RS,1.9,4.5,,,1
B2,6,1122,RS,1.9,4.1,30.5,9.5,1
B2,6,1123,NS,4,7.8,36.5,13,1
B2,6,1124,RS,0.9,1.9,,,1
B2,6,1125,NS,4.3,6.8,,,1
B2,6,1126,RS,1.5,3.5,,,1
B2,6,1127,NS,3.7,7,40.5,6,1
B2,6,1128,NS,2.9,5.3,,,1
B2,6,1129,NS,3.3,6.1,,,1
B2,6,1130,NS,2.4,4.8,,,1
B2,6,1131,BS,2.8,5.5,,,1
B2,6,1132,RS,2.6,5.2,,,1
B2,6,1133,NS,3.1,6.4,,,1
B2,6,1135,RS,4.4,7.6,36.5,13,1
B2,6,1136,NS,3.9,6.7,,,1
B2,6,1137,RS,2.4,4.5,31.5,9,1
B2,6,1138,RS,4.7,7,39,14.5,1
B2,6,1139,RS,1.4,3.6,27,14.5,1
B2,6,1140,NS,3.4,6.3,,,1
B2,6,1141,RS,3.2,5.3,34,9,1
B2,6,1142,NS,4.4,6.8,36.5,13,1
B2,6,1143,NS,3.2,5.7,,,1
B2,6,1144,NS,1.9,3.7,23.5,12.5,1
B2,6,1145,RS,0,0.9,7.5,2.5,1
B2,6,1146,NS,2.3,3.8,,,1
B2,6,1147,NS,3,5.4,,,1
B2,6,1213,NS,2.3,4.8,,,1
B2,7,1148,BS,3.9,5.7,,,1
B2,7,1149,BS,4.3,5.9,,,1
B2,7,1150,BS,3.3,5,,,1
B2,7,1151,NS,3.9,7.4,,,1
B2,7,1153,BS,3.5,5.4,,,1
B2,7,1154,BS,1.8,,,,6
B2,7,1155,NS,1.7,4,,,1
B2,7,1156,NS,2,4,,,1
B2,7,1157,BS,4,5.6,,,1
B2,7,1158,BS,4.3,6,,,1
B2,7,1159,NS,3.6,5.7,,,1
B2,7,1160,NS,2.5,3.5,,,1
B2,7,1161,BS,3.3,4.5,,,1
B2,7,1162,NS,4,6.3,,,1
B2,7,1163,NS,0.6,1.4,,,1
B2,7,1164,NS,0.4,0.9,,,1
B2,7,1165,NS,0.4,,,,6
B2,7,1166,NS,0.9,2.3,,,1
B2,7,1167,NS,0.6,1,,,1
B2,7,1168,BS,3.8,6.2,,,1
B2,7,1169,NS,2.6,2.7,,,1
B2,7,1170,NS,2.6,5.9,,,1
B2,7,1171,NS,1.6,2.6,,,1
B2,7,1172,NS,3.3,6.2,,,1
B2,7,1173,BS,2.5,3.2,,,1
B2,7,1174,BS,3,3.7,,,1
B2,7,1175,BS,2.9,3.6,,,1
B2,7,1176,NS,0,5.7,,,1
B2,7,1177,BS,3.4,5.3,,,1
B2,7,1178,BS,4.4,6.6,,,1
B2,7,1179,BS,3.1,4.3,,,1
B2,7,1180,BS,1.9,3,,,1
B2,7,1181,NS,1.4,3.1,,,1
B2,7,1182,BS,4.5,7,,,1
B2,7,1183,BS,3.8,4.4,,,1
